2263;1884;0.8325231992929739;3;379;0.0079155672823219;0.0013256738842244808
2263;1784;0.7883340698188246;5;479;0.010438413361169102;0.002209456473707468
2263;1711;0.7560760053026956;6;552;0.010869565217391304;0.0026513477684489617
2263;1653;0.7304463102076889;8;610;0.013114754098360656;0.003535130357931949
2263;1588;0.7017233760494919;8;675;0.011851851851851851;0.003535130357931949
2263;1365;0.6031816173221387;9;898;0.01002227171492205;0.003977021652673442
2263;1232;0.5444100751215201;9;1031;0.008729388942774006;0.003977021652673442
2263;1141;0.5041979673000442;11;1122;0.00980392156862745;0.004860804242156429
2263;1037;0.4582412726469289;11;1226;0.00897226753670473;0.004860804242156429
2263;993;0.43879805567830316;12;1270;0.009448818897637795;0.005302695536897923
2263;942;0.41626159964648696;12;1321;0.009084027252081756;0.005302695536897923
2263;896;0.3959346000883783;12;1367;0.008778346744696415;0.005302695536897923
2263;858;0.3791427308882015;12;1405;0.008540925266903915;0.005302695536897923
2263;825;0.36456031816173223;12;1438;0.008344923504867872;0.005302695536897923
2263;774;0.34202386212991603;12;1489;0.008059100067159167;0.005302695536897923
2263;727;0.3212549712770658;12;1536;0.0078125;0.005302695536897923
2263;683;0.30181175430844015;12;1580;0.007594936708860759;0.005302695536897923
2263;635;0.28060097216084845;13;1628;0.007985257985257985;0.0057445868316394165
2263;608;0.26866990720282813;13;1655;0.00785498489425982;0.0057445868316394165
2263;447;0.19752540874944763;13;1816;0.007158590308370044;0.0057445868316394165
