2263;990;0.43747238179407866;3;1273;0.002356637863315004;0.0013256738842244808
2263;637;0.2814847547503314;25;1626;0.015375153751537515;0.01104728236853734
2263;561;0.2479010163499779;28;1702;0.01645123384253819;0.012372956252761821
2263;504;0.22271321254971277;28;1759;0.015918135304150087;0.012372956252761821
2263;343;0.1515687140963323;28;1920;0.014583333333333334;0.012372956252761821
2263;118;0.05214317277949625;26;2145;0.012121212121212121;0.011489173663278833
2263;29;0.012814847547503314;25;2234;0.011190689346463742;0.01104728236853734
2263;1;4.418912947414936E-4;31;2262;0.013704686118479222;0.0136986301369863
2263;0;0.0;29;2263;0.012814847547503314;0.012814847547503314
2263;0;0.0;30;2263;0.013256738842244807;0.013256738842244807
2263;0;0.0;30;2263;0.013256738842244807;0.013256738842244807
2263;0;0.0;28;2263;0.012372956252761821;0.012372956252761821
2263;0;0.0;26;2263;0.011489173663278833;0.011489173663278833
2263;0;0.0;30;2263;0.013256738842244807;0.013256738842244807
2263;0;0.0;34;2263;0.015024304021210782;0.015024304021210782
2263;0;0.0;34;2263;0.015024304021210782;0.015024304021210782
2263;0;0.0;32;2263;0.014140521431727796;0.014140521431727796
2263;0;0.0;32;2263;0.014140521431727796;0.014140521431727796
2263;0;0.0;34;2263;0.015024304021210782;0.015024304021210782
2263;0;0.0;38;2263;0.016791869200176758;0.016791869200176758
